age,workclass,education-num,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,target,workclass_Imputed,occupation_Imputed
63.0, Private,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,40.0, United-States,0, Private, Craft-repair
25.0, Private,10.0, Never-married, Craft-repair, Own-child, White, Male,40.0, United-States,0, Private, Craft-repair
25.0, Private,7.0, Married-civ-spouse, Craft-repair, Husband, White, Male,40.0, United-States,0, Private, Craft-repair
37.0, Private,10.0, Separated, Handlers-cleaners, Not-in-family, Black, Male,35.0, United-States,0, Private, Handlers-cleaners
41.0, State-gov,13.0, Never-married, Prof-specialty, Not-in-family, White, Female,40.0, United-States,0, State-gov, Prof-specialty
57.0, Private,5.0, Widowed, Other-service, Unmarried, Black, Male,52.0, United-States,0, Private, Other-service
20.0, Private,10.0, Never-married, Craft-repair, Own-child, White, Female,40.0, United-States,0, Private, Craft-repair
21.0, Private,9.0, Never-married, Other-service, Other-relative, White, Female,40.0, United-States,0, Private, Other-service
31.0, Private,11.0, Divorced, Sales, Own-child, White, Female,38.0, United-States,0, Private, Sales
28.0, Private,10.0, Divorced, Craft-repair, Not-in-family, White, Female,30.0, United-States,0, Private, Craft-repair
20.0, Private,9.0, Never-married, Craft-repair, Not-in-family, White, Male,40.0, United-States,0, Private, Craft-repair
44.0, Private,13.0, Married-civ-spouse, Sales, Husband, White, Male,60.0, United-States,0, Private, Sales
26.0, Private,9.0, Married-civ-spouse, Sales, Husband, White, Male,50.0, United-States,0, Private, Sales
21.0, Private,10.0, Never-married, Adm-clerical, Own-child, White, Female,25.0, United-States,0, Private, Adm-clerical
38.0, Private,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,36.0, United-States,1, Private, Craft-repair
47.0, Private,11.0, Married-civ-spouse, Craft-repair, Husband, White, Male,60.0, United-States,1, Private, Craft-repair
36.0, Private,9.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,40.0, United-States,1, Private, Adm-clerical
25.0, Private,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,50.0, United-States,0, Private, Exec-managerial
33.0, Private,5.0, Married-civ-spouse, Craft-repair, Husband, White, Male,33.0, Mexico,0, Private, Craft-repair
22.0, Private,10.0, Never-married, Sales, Other-relative, White, Male,20.0, United-States,0, Private, Sales
22.0, Private,10.0, Never-married, Craft-repair, Own-child, White, Male,40.0, United-States,0, Private, Craft-repair
25.0, Private,10.0, Never-married, Transport-moving, Not-in-family, White, Male,55.0, United-States,0, Private, Transport-moving
41.0, Self-emp-inc,15.0, Married-civ-spouse, Exec-managerial, Wife, White, Female,55.0, United-States,1, Self-emp-inc, Exec-managerial
25.0, Private,9.0, Never-married, Handlers-cleaners, Own-child, White, Male,95.0, United-States,0, Private, Handlers-cleaners
34.0, State-gov,13.0, Never-married, Prof-specialty, Not-in-family, White, Male,48.0, United-States,0, State-gov, Prof-specialty
35.0, Local-gov,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,40.0, United-States,0, Local-gov, Craft-repair
38.0, Private,7.0, Divorced, Sales, Unmarried, White, Female,40.0, United-States,0, Private, Sales
56.0, Private,9.0, Separated, Craft-repair, Unmarried, White, Male,40.0, United-States,0, Private, Craft-repair
64.0, State-gov,16.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,50.0, Columbia,1, State-gov, Prof-specialty
32.0, Private,9.0, Separated, Craft-repair, Unmarried, Black, Male,40.0, United-States,0, Private, Craft-repair
36.0, Local-gov,7.0, Never-married, Other-service, Unmarried, White, Female,23.0, United-States,0, Local-gov, Other-service
35.0, Private,9.0, Married-civ-spouse, Sales, Husband, White, Male,40.0, Ecuador,0, Private, Sales
28.0, Local-gov,16.0, Divorced, Prof-specialty, Not-in-family, White, Female,40.0, United-States,0, Local-gov, Prof-specialty
56.0, Private,9.0, Divorced, Adm-clerical, Not-in-family, White, Female,40.0, United-States,0, Private, Adm-clerical
39.0, Self-emp-inc,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,40.0, United-States,1, Self-emp-inc, Exec-managerial
28.0, Private,10.0, Never-married, Tech-support, Not-in-family, White, Male,54.0, United-States,0, Private, Tech-support
41.0, Self-emp-not-inc,10.0, Separated, Craft-repair, Not-in-family, White, Male,40.0, United-States,0, Self-emp-not-inc, Craft-repair
41.0, Private,10.0, Divorced, Transport-moving, Not-in-family, White, Male,60.0, United-States,0, Private, Transport-moving
21.0, Private,10.0, Never-married, Other-service, Own-child, White, Female,30.0, United-States,0, Private, Other-service
49.0, Private,9.0, Separated, Sales, Unmarried, White, Male,50.0, United-States,0, Private, Sales
24.0, Private,12.0, Never-married, Craft-repair, Not-in-family, White, Male,12.0, United-States,0, Private, Craft-repair
30.0, Private,10.0, Never-married, Adm-clerical, Not-in-family, Other, Male,40.0, United-States,0, Private, Adm-clerical
40.0, Federal-gov,12.0, Never-married, Adm-clerical, Not-in-family, White, Female,40.0, United-States,0, Federal-gov, Adm-clerical
31.0, Private,10.0, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,50.0, India,0, Private, Adm-clerical
43.0, State-gov,14.0, Never-married, Prof-specialty, Not-in-family, White, Male,45.0, United-States,0, State-gov, Prof-specialty
45.0, Private,7.0, Separated, Adm-clerical, Unmarried, Black, Female,25.0, United-States,0, Private, Adm-clerical
31.0, Federal-gov,9.0, Married-civ-spouse, Tech-support, Husband, White, Male,40.0, United-States,0, Federal-gov, Tech-support
41.0, Private,10.0, Never-married, Craft-repair, Not-in-family, White, Male,40.0, United-States,0, Private, Craft-repair
23.0, Local-gov,13.0, Never-married, Prof-specialty, Not-in-family, Black, Female,40.0, United-States,0, Local-gov, Prof-specialty
46.0, Private,11.0, Divorced, Protective-serv, Not-in-family, Black, Male,40.0, United-States,0, Private, Protective-serv
18.0, Private,8.0, Never-married, Craft-repair, Own-child, White, Female,24.0, United-States,0, Private, Craft-repair
29.0, Private,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,40.0, United-States,0, Private, Exec-managerial
34.0, Private,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,40.0, United-States,1, Private, Exec-managerial
50.0, Self-emp-not-inc,9.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,30.0, United-States,0, Self-emp-not-inc, Farming-fishing
32.0, Private,9.0, Never-married, Handlers-cleaners, Own-child, White, Male,50.0, United-States,0, Private, Handlers-cleaners
19.0, Private,9.0, Never-married, Craft-repair, Unmarried, White, Male,40.0, United-States,0, Private, Craft-repair
55.0, Private,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,50.0, United-States,1, Private, Prof-specialty
18.0, Private,10.0, Never-married, Craft-repair, Own-child, White, Female,25.0, United-States,0, Private, Craft-repair
52.0, Local-gov,16.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,40.0, United-States,1, Local-gov, Prof-specialty
24.0, Private,9.0, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,45.0, United-States,0, Private, Craft-repair
45.0, Private,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,60.0, United-States,1, Private, Exec-managerial
34.0, Private,9.0, Never-married, Machine-op-inspct, Not-in-family, Black, Male,40.0, United-States,0, Private, Machine-op-inspct
21.0, Private,10.0, Never-married, Sales, Own-child, White, Male,40.0, United-States,0, Private, Sales
44.0, Self-emp-not-inc,13.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,90.0, United-States,0, Self-emp-not-inc, Farming-fishing
28.0, Local-gov,14.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,35.0, United-States,1, Local-gov, Prof-specialty
43.0, Private,9.0, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,99.0, United-States,0, Private, Transport-moving
28.0, Private,5.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,42.0, United-States,0, Private, Machine-op-inspct
38.0, Private,10.0, Never-married, Sales, Unmarried, Black, Female,40.0, United-States,0, Private, Sales
29.0, Private,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,40.0, United-States,0, Private, Craft-repair
71.0, Federal-gov,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,40.0, United-States,1, Federal-gov, Exec-managerial
38.0, Private,9.0, Divorced, Craft-repair, Not-in-family, Black, Male,40.0, United-States,0, Private, Craft-repair
50.0, Private,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,40.0, United-States,0, Private, Transport-moving
40.0, Federal-gov,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,40.0, United-States,1, Federal-gov, Exec-managerial
67.0, Self-emp-inc,8.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,20.0, United-States,0, Self-emp-inc, Exec-managerial
38.0, Self-emp-not-inc,14.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,70.0, United-States,0, Self-emp-not-inc, Farming-fishing
24.0, Self-emp-not-inc,4.0, Married-civ-spouse, Transport-moving, Husband, White, Male,40.0, United-States,1, Self-emp-not-inc, Transport-moving
57.0, Private,9.0, Married-civ-spouse, Other-service, Husband, White, Male,78.0, United-States,0, Private, Other-service
31.0, Local-gov,15.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,40.0, United-States,1, Local-gov, Prof-specialty
60.0, Private,10.0, Divorced, Craft-repair, Not-in-family, White, Male,47.0, United-States,0, Private, Craft-repair
39.0, Private,13.0, Married-civ-spouse, Tech-support, Husband, White, Male,50.0, United-States,0, Private, Tech-support
34.0, State-gov,9.0, Never-married, Handlers-cleaners, Not-in-family, Black, Male,40.0, United-States,0, State-gov, Handlers-cleaners
27.0, Private,9.0, Separated, Craft-repair, Unmarried, Black, Male,40.0, United-States,0, Private, Craft-repair
55.0, Private,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,65.0, United-States,0, Private, Transport-moving
32.0, Private,6.0, Separated, Craft-repair, Unmarried, Black, Female,40.0, United-States,0, Private, Craft-repair
19.0, Federal-gov,8.0, Never-married, Other-service, Own-child, White, Female,30.0, United-States,0, Federal-gov, Other-service
40.0, Private,11.0, Never-married, Prof-specialty, Not-in-family, White, Male,42.0, United-States,0, Private, Prof-specialty
52.0, Private,2.0, Married-civ-spouse, Craft-repair, Husband, Other, Male,50.0, Puerto-Rico,0, Private, Craft-repair
20.0, Private,10.0, Never-married, Other-service, Not-in-family, White, Female,40.0, United-States,0, Private, Other-service
53.0, Private,13.0, Divorced, Adm-clerical, Unmarried, White, Female,40.0, United-States,0, Private, Adm-clerical
40.0, Private,10.0, Divorced, Adm-clerical, Unmarried, White, Female,39.0, United-States,0, Private, Adm-clerical
29.0, Self-emp-not-inc,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,48.0, United-States,0, Self-emp-not-inc, Transport-moving
32.0, Self-emp-inc,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,40.0, United-States,1, Self-emp-inc, Craft-repair
44.0, Private,9.0, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Female,40.0, United-States,1, Private, Exec-managerial
28.0, Private,9.0, Separated, Sales, Unmarried, Black, Female,40.0, United-States,0, Private, Sales
23.0, Private,10.0, Never-married, Adm-clerical, Own-child, White, Male,40.0, United-States,0, Private, Adm-clerical
35.0, Private,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,35.0, United-States,0, Private, Craft-repair
36.0, Private,10.0, Divorced, Exec-managerial, Unmarried, Black, Female,38.0, United-States,0, Private, Exec-managerial
53.0, Private,9.0, Widowed, Machine-op-inspct, Not-in-family, White, Male,40.0, United-States,0, Private, Machine-op-inspct
41.0, State-gov,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,40.0, United-States,1, State-gov, Prof-specialty
32.0, Private,9.0, Married-AF-spouse, Other-service, Other-relative, White, Female,10.0, United-States,0, Private, Other-service
21.0, Private,9.0, Never-married, Craft-repair, Not-in-family, White, Female,40.0, United-States,0, Private, Craft-repair
36.0, Private,9.0, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,70.0, South,0, Private, Craft-repair
30.0, Private,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40.0, United-States,0, Private, Machine-op-inspct
32.0, Private,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,40.0, United-States,0, Private, Craft-repair
21.0, Private,10.0, Never-married, Other-service, Own-child, White, Male,20.0, United-States,0, Private, Other-service
45.0, Private,9.0, Never-married, Other-service, Unmarried, Black, Female,40.0, United-States,0, Private, Other-service
25.0, Private,9.0, Never-married, Other-service, Not-in-family, White, Male,40.0, United-States,0, Private, Other-service
18.0, Private,9.0, Never-married, Sales, Own-child, White, Female,25.0, United-States,0, Private, Sales
51.0, Self-emp-inc,11.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,40.0, United-States,0, Self-emp-inc, Exec-managerial
52.0, State-gov,11.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,40.0, United-States,0, State-gov, Exec-managerial
17.0, Private,7.0, Never-married, Adm-clerical, Own-child, White, Female,23.0, United-States,0, Private, Adm-clerical
20.0, Private,9.0, Never-married, Craft-repair, Unmarried, White, Male,40.0, United-States,0, Private, Craft-repair
36.0, Private,14.0, Married-civ-spouse, Other-service, Husband, White, Male,40.0, United-States,0, Private, Other-service
29.0, Private,12.0, Divorced, Prof-specialty, Not-in-family, White, Female,36.0, United-States,0, Private, Prof-specialty
23.0, Private,11.0, Never-married, Exec-managerial, Own-child, White, Male,40.0, United-States,0, Private, Exec-managerial
73.0, Private,13.0, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,5.0, Vietnam,0, Private, Craft-repair
22.0, Private,13.0, Never-married, Farming-fishing, Own-child, White, Male,40.0, United-States,0, Private, Farming-fishing
66.0, Private,7.0, Married-civ-spouse, Sales, Husband, White, Male,26.0, United-States,0, Private, Sales
33.0, Private,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,40.0, United-States,0, Private, Prof-specialty
30.0, Private,7.0, Married-civ-spouse, Craft-repair, Husband, White, Male,45.0, United-States,0, Private, Craft-repair
54.0, Private,9.0, Married-civ-spouse, Sales, Husband, White, Male,55.0, United-States,0, Private, Sales
45.0, Private,10.0, Married-civ-spouse, Transport-moving, Husband, White, Male,55.0, United-States,0, Private, Transport-moving
76.0, Private,9.0, Widowed, Craft-repair, Not-in-family, White, Female,25.0, United-States,0, Private, Craft-repair
55.0, Private,9.0, Married-civ-spouse, Priv-house-serv, Wife, White, Female,30.0, United-States,0, Private, Priv-house-serv
46.0, Private,9.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,40.0, United-States,1, Private, Adm-clerical
53.0, State-gov,9.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,35.0, United-States,1, State-gov, Adm-clerical
29.0, Local-gov,13.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,25.0, United-States,1, Local-gov, Prof-specialty
55.0, Self-emp-not-inc,9.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,60.0, United-States,0, Self-emp-not-inc, Farming-fishing
45.0, Private,10.0, Divorced, Machine-op-inspct, Unmarried, White, Female,40.0, United-States,0, Private, Machine-op-inspct
62.0, Private,5.0, Widowed, Other-service, Unmarried, Black, Female,25.0, United-States,0, Private, Other-service
44.0, Local-gov,10.0, Never-married, Other-service, Unmarried, Black, Female,40.0, United-States,0, Local-gov, Other-service
30.0, Private,12.0, Never-married, Prof-specialty, Own-child, White, Female,40.0, United-States,0, Private, Prof-specialty
39.0, Private,15.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,55.0, United-States,1, Private, Exec-managerial
34.0, Private,11.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,50.0, United-States,1, Private, Prof-specialty
35.0, Private,9.0, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,40.0, United-States,0, Private, Machine-op-inspct
37.0, Federal-gov,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,40.0, United-States,0, Federal-gov, Craft-repair
29.0, Private,9.0, Never-married, Machine-op-inspct, Not-in-family, White, Male,40.0, Ecuador,0, Private, Machine-op-inspct
30.0, Private,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,45.0, United-States,1, Private, Exec-managerial
32.0, Private,13.0, Married-civ-spouse, Sales, Husband, White, Male,44.0, United-States,0, Private, Sales
49.0, Federal-gov,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,40.0, United-States,1, Federal-gov, Prof-specialty
30.0, Private,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,50.0, United-States,1, Private, Craft-repair
38.0, Self-emp-inc,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,50.0, United-States,0, Self-emp-inc, Exec-managerial
21.0, Private,10.0, Never-married, Other-service, Not-in-family, White, Male,32.0, United-States,0, Private, Other-service
42.0, Federal-gov,9.0, Separated, Other-service, Other-relative, Black, Female,40.0, United-States,0, Federal-gov, Other-service
27.0, Private,10.0, Never-married, Sales, Not-in-family, White, Female,40.0, United-States,0, Private, Sales
20.0, Private,9.0, Never-married, Handlers-cleaners, Own-child, White, Male,30.0, United-States,0, Private, Handlers-cleaners
29.0, Private,7.0, Never-married, Other-service, Unmarried, Black, Female,40.0, United-States,0, Private, Other-service
36.0, Private,10.0, Divorced, Adm-clerical, Unmarried, White, Female,40.0, United-States,0, Private, Adm-clerical
33.0, Private,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,30.0, United-States,0, Private, Craft-repair
40.0, Private,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,35.0, United-States,0, Private, Craft-repair
40.0, Private,9.0, Widowed, Other-service, Unmarried, White, Female,25.0, United-States,0, Private, Other-service
23.0, Private,8.0, Never-married, Transport-moving, Not-in-family, White, Male,46.0, United-States,0, Private, Transport-moving
22.0, Private,10.0, Never-married, Protective-serv, Own-child, White, Male,25.0, United-States,0, Private, Protective-serv
29.0, Self-emp-not-inc,11.0, Never-married, Adm-clerical, Not-in-family, White, Female,40.0, United-States,0, Self-emp-not-inc, Adm-clerical
26.0, Private,9.0, Never-married, Craft-repair, Not-in-family, White, Male,40.0, United-States,0, Private, Craft-repair
63.0, State-gov,16.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,50.0, United-States,1, State-gov, Exec-managerial
47.0, State-gov,13.0, Divorced, Exec-managerial, Not-in-family, White, Female,40.0, United-States,1, State-gov, Exec-managerial
25.0, Private,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,40.0, United-States,1, Private, Craft-repair
69.0, State-gov,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,11.0, United-States,0, State-gov, Prof-specialty
59.0, Self-emp-not-inc,9.0, Divorced, Exec-managerial, Not-in-family, White, Male,60.0, United-States,0, Self-emp-not-inc, Exec-managerial
50.0, Private,14.0, Married-spouse-absent, Prof-specialty, Other-relative, White, Male,60.0, United-States,0, Private, Prof-specialty
32.0, Private,13.0, Never-married, Prof-specialty, Own-child, White, Male,40.0, United-States,0, Private, Prof-specialty
40.0, Private,10.0, Divorced, Machine-op-inspct, Own-child, White, Male,32.0, United-States,0, Private, Machine-op-inspct
31.0, Private,9.0, Divorced, Sales, Unmarried, Black, Male,50.0, United-States,0, Private, Sales
47.0, Private,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,50.0, United-States,1, Private, Transport-moving
37.0, Private,10.0, Separated, Other-service, Other-relative, White, Female,40.0, United-States,0, Private, Other-service
49.0, Private,8.0, Divorced, Machine-op-inspct, Not-in-family, White, Female,40.0, United-States,0, Private, Machine-op-inspct
33.0, Private,9.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40.0, United-States,0, Private, Handlers-cleaners
52.0, Private,3.0, Never-married, Machine-op-inspct, Not-in-family, White, Female,40.0, United-States,0, Private, Machine-op-inspct
61.0, Private,9.0, Divorced, Adm-clerical, Other-relative, Black, Female,35.0, United-States,0, Private, Adm-clerical
46.0, Local-gov,9.0, Married-civ-spouse, Other-service, Husband, White, Male,40.0, United-States,0, Local-gov, Other-service
67.0, Self-emp-not-inc,13.0, Married-civ-spouse, Transport-moving, Husband, White, Male,40.0, United-States,0, Self-emp-not-inc, Transport-moving
32.0, Private,10.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,84.0, United-States,1, Private, Machine-op-inspct
23.0, Private,14.0, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,50.0, India,1, Private, Prof-specialty
44.0, Local-gov,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,52.0, United-States,0, Local-gov, Exec-managerial
29.0, Private,11.0, Never-married, Adm-clerical, Own-child, White, Female,35.0, United-States,0, Private, Adm-clerical
39.0, Private,9.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,25.0, United-States,0, Private, Adm-clerical
17.0, Private,6.0, Never-married, Handlers-cleaners, Own-child, White, Male,20.0, United-States,0, Private, Handlers-cleaners
30.0, Private,7.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,50.0, United-States,0, Private, Handlers-cleaners
24.0, Private,9.0, Never-married, Craft-repair, Own-child, White, Male,40.0, United-States,0, Private, Craft-repair
17.0, Private,7.0, Never-married, Sales, Own-child, Black, Female,15.0, United-States,0, Private, Sales
37.0, Self-emp-not-inc,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,60.0, United-States,0, Self-emp-not-inc, Exec-managerial
55.0, Private,14.0, Married-civ-spouse, Craft-repair, Husband, White, Male,40.0, United-States,1, Private, Craft-repair
23.0, Private,9.0, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,48.0, South,0, Private, Sales
29.0, Private,10.0, Divorced, Machine-op-inspct, Not-in-family, White, Male,40.0, United-States,0, Private, Machine-op-inspct
69.0, Private,9.0, Widowed, Exec-managerial, Not-in-family, White, Female,40.0, United-States,0, Private, Exec-managerial
36.0, Self-emp-not-inc,16.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,35.0, United-States,0, Self-emp-not-inc, Prof-specialty
36.0, Local-gov,10.0, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,40.0, United-States,0, Local-gov, Adm-clerical
33.0, Federal-gov,11.0, Divorced, Craft-repair, Unmarried, Black, Female,40.0, United-States,1, Federal-gov, Craft-repair
47.0, Private,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,50.0, United-States,1, Private, Prof-specialty
59.0, Private,10.0, Married-civ-spouse, Tech-support, Husband, White, Male,40.0, United-States,1, Private, Tech-support
33.0, State-gov,10.0, Divorced, Other-service, Unmarried, Black, Female,40.0, United-States,0, State-gov, Other-service
22.0, Private,10.0, Never-married, Craft-repair, Own-child, White, Male,40.0, United-States,0, Private, Craft-repair
53.0, Private,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,55.0, United-States,1, Private, Exec-managerial
39.0, State-gov,13.0, Married-civ-spouse, Exec-managerial, Wife, White, Female,55.0, United-States,1, State-gov, Exec-managerial
35.0, Private,13.0, Never-married, Sales, Not-in-family, White, Male,55.0, United-States,0, Private, Sales
34.0, Private,9.0, Married-civ-spouse, Other-service, Husband, White, Male,20.0, United-States,0, Private, Other-service
18.0, Private,6.0, Never-married, Craft-repair, Other-relative, White, Female,30.0, United-States,0, Private, Craft-repair
68.0, Private,13.0, Married-civ-spouse, Craft-repair, Husband, White, Male,35.0, United-States,1, Private, Craft-repair
35.0, Private,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,40.0, United-States,0, Private, Transport-moving
56.0, Private,9.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,40.0, United-States,0, Private, Adm-clerical
54.0, Federal-gov,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,40.0, United-States,0, Federal-gov, Craft-repair
37.0, Private,13.0, Never-married, Exec-managerial, Not-in-family, White, Male,48.0, United-States,1, Private, Exec-managerial
45.0, Private,9.0, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,40.0, United-States,1, Private, Exec-managerial
22.0, Private,9.0, Never-married, Other-service, Unmarried, White, Female,40.0, United-States,0, Private, Other-service
28.0, Private,9.0, Never-married, Adm-clerical, Not-in-family, White, Female,40.0, United-States,0, Private, Adm-clerical
38.0, Private,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,44.0, United-States,0, Private, Craft-repair
45.0, Federal-gov,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,40.0, United-States,1, Federal-gov, Prof-specialty
29.0, Private,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,40.0, United-States,0, Private, Craft-repair
21.0, Private,9.0, Never-married, Prof-specialty, Own-child, White, Female,30.0, United-States,0, Private, Prof-specialty
63.0, Private,10.0, Divorced, Craft-repair, Not-in-family, White, Female,5.0, United-States,0, Private, Craft-repair
54.0, Private,9.0, Never-married, Exec-managerial, Unmarried, White, Male,40.0, United-States,1, Private, Exec-managerial
30.0, Private,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,40.0, United-States,0, Private, Craft-repair
51.0, Self-emp-not-inc,9.0, Married-civ-spouse, Sales, Husband, White, Male,40.0, United-States,0, Self-emp-not-inc, Sales
33.0, Private,9.0, Never-married, Craft-repair, Not-in-family, White, Male,40.0, United-States,0, Private, Craft-repair
42.0, Private,9.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,35.0, United-States,0, Private, Adm-clerical
55.0, Private,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,60.0, United-States,1, Private, Exec-managerial
45.0, Private,11.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40.0, United-States,1, Private, Machine-op-inspct
63.0, Self-emp-not-inc,9.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,35.0, United-States,0, Self-emp-not-inc, Farming-fishing
61.0, Private,13.0, Married-civ-spouse, Craft-repair, Husband, White, Male,10.0, United-States,0, Private, Craft-repair
37.0, Private,10.0, Never-married, Transport-moving, Unmarried, White, Female,20.0, Puerto-Rico,0, Private, Transport-moving
44.0, Private,6.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40.0, United-States,1, Private, Machine-op-inspct
50.0, Private,9.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,45.0, United-States,0, Private, Handlers-cleaners
30.0, Self-emp-not-inc,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,40.0, United-States,0, Self-emp-not-inc, Craft-repair
20.0, Private,10.0, Never-married, Sales, Own-child, Black, Male,20.0, United-States,0, Private, Sales
47.0, Private,13.0, Never-married, Sales, Not-in-family, Black, Male,60.0, United-States,1, Private, Sales
50.0, Private,13.0, Divorced, Exec-managerial, Unmarried, White, Female,40.0, United-States,0, Private, Exec-managerial
44.0, Private,9.0, Divorced, Prof-specialty, Not-in-family, White, Male,40.0, United-States,0, Private, Prof-specialty
58.0, Private,7.0, Married-civ-spouse, Transport-moving, Husband, White, Male,50.0, United-States,0, Private, Transport-moving
35.0, Private,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,40.0, United-States,0, Private, Craft-repair
24.0, Private,10.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,15.0, United-States,0, Private, Adm-clerical
36.0, Self-emp-not-inc,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,45.0, United-States,1, Self-emp-not-inc, Prof-specialty
39.0, Private,13.0, Married-civ-spouse, Sales, Husband, White, Male,50.0, United-States,1, Private, Sales
45.0, Private,9.0, Never-married, Machine-op-inspct, Unmarried, White, Female,40.0, Canada,0, Private, Machine-op-inspct
64.0, Self-emp-not-inc,5.0, Separated, Transport-moving, Not-in-family, White, Male,45.0, United-States,0, Self-emp-not-inc, Transport-moving
38.0, Private,8.0, Never-married, Machine-op-inspct, Not-in-family, Black, Female,50.0, United-States,0, Private, Machine-op-inspct
